verb_key	role	arg_key
40007025014	A0	40007025004
40007025014	A0	40007025008
40007025014	A0	40007025012
40007025014	A1	40007025016
40007025020	A0	40007025016
40007025021	A1	40007025016
40007026004	A0	00000000000
40007026004	A1	40007026007
40007026011	A0	00000000000
40007026011	A1	40007026012
40007026013	A1	40007026004
40007026013	A1	40007026011
40007026017	A0	40007026016
40007026017	A1	40007026020
40007027002	A0	40007027004
40007027006	A0	40007027008
40007027010	A0	40007027012
40007027014	A0	40007027004
40007027014	A0	40007027008
40007027014	A0	40007027012
40007027014	A1	40007027016
40007027019	A0	40007027016
40007028002	A0	00000000000
40007028004	A0	40007028006
40007028004	A1	40007028008
40007028010	A1	40007028012
40007029003	A0	40007028006
40007029003	A1	40007029004
40007029007	A0	00000000000
40007029007	A1	40007029006
40008001001	A0	40008001003
40008001007	A1	40008001008
40008001007	A0	40008001009
40008002004	A0	40008002003
40008002005	A0	40008002003
40008002005	A1	40008002006
40008002007	A0	40008002003
40008002010	A0	40008002008
40008002011	A0	40008002008
40008002011	A1	40008002013
40008002013	A0	40008002008
40008002013	A1	40008002012
40008003002	A0	40007028006
40008003002	A1	40008003004
40008003005	A0	40007028006
40008003005	A1	40008003006
40008003007	A0	40007028006
40008003008	A0	40007028006
40008003009	A1	40008002003
40008003012	A1	40008003015
40008004002	A2	40008004003
40008004002	A0	40008004005
40008004006	A0	40008002003
40008004008	A0	40008002003
40008004008	A2	40008004007
40008004010	A0	40008002003
40008004012	A0	40008002003
40008004012	A1	40008004011
40008004012	A2	40008004014
40008004016	A0	40008002003
40008004016	A1	40008004018
40008004020	A1	40008004019
40008004020	A0	40008004021
40008005001	A0	40008005003
40008005006	A0	40008005008
40008005009	A0	40008005008
40008005009	A1	40008005010
40008006002	A0	40008005008
40008006007	A1	40008006005
40008006013	A1	40008006005
40008007001	A0	40008004005
40008007001	A2	40008007002
40008007004	A0	40008004005
40008007005	A0	40008007003
40008007005	A1	40008007006
40008008001	A1	40008008004
40008008005	A0	40008008004
40008008015	A0	40008008006
40008008018	A0	40008008006
40008008021	A1	40008008023
40008009008	A0	40008009004
40008009008	A1	40008009011
40008009013	A0	40008008004
40008009013	A2	40008009014
40008009015	A1	40008009014
40008009017	A0	40008009014
40008009020	A0	40008009019
40008009022	A0	40008009019
40008009027	A0	40008009025
40008009027	A1	40008009028
40008009030	A0	40008009025
40008010001	A0	40008010004
40008010005	A0	40008010004
40008010007	A0	40008010004
40008010007	A2	40008010009
40008010009	A0	00000000000
40008010011	A0	40008010004
40008010011	A2	40008010012
40008010020	A0	40008010004
40008010020	A1	40008010016
40008011001	A0	40008010004
40008011001	A2	40008011003
40008011010	A0	40008011005
40008011012	A1	40008011005
40008012006	A1	40008012003
40008013002	A0	40008013004
40008013002	A2	40008013006
40008013007	A0	40008013006
40008013009	A0	40008013006
40008013010	A1	00000000000
40008013013	A1	40008013015
40008014002	A0	40008014004
40008014009	A0	40008014004
40008014009	A1	40008014013
40008014009	A1	40008014015
40008014013	A1	40008014011
40008014015	A0	40008014011
40008015002	A0	40008014004
40008015002	A1	40008015004
40008015007	A1	40008015008
40008015007	A0	40008015010
40008015012	A1	40008014011
40008015014	A0	40008014011
40008015014	A1	40008015015
40008016003	A0	40008016001
40008016004	A0	00000000000
40008016004	A2	40008016005
40008016004	A1	40008016006
40008016006	A0	00000000000
40008016009	A0	40008014004
40008016009	A1	40008016011
40008016017	A0	00000000000
40008016018	A0	40008014004
40008016018	A1	40008016017
40008017002	A1	40008017004
40008017004	A1	00000000000
40008017009	A0	40008017006
40008017014	A0	40008017010
40008017014	A1	40008017012
40008017018	A0	40008014004
40008017018	A1	40008017017
40008018001	A0	40008018004
40008018001	A1	40008018005
40008018008	A0	40008018004
40008018008	A1	40008018009
40008018009	A0	40005001015
40008019002	A0	40008019004
40008019005	A0	40008019004
40008019005	A2	40008019006
40008019008	A0	40008019004
40008019008	A1	40008019009
40008019012	A0	40008019007
40008020002	A2	40008020003
40008020002	A0	40008020005
40008020009	A0	40008020007
40008020009	A1	40008020008
40008020022	A0	40008020018
40008020022	A1	40008020026
40008020026	A0	40008020018
40008020026	A1	40008020025
40008021005	A0	40008021001
40008021005	A2	40008021006
40008021008	A0	40008021007
40008021008	A2	40008021009
40008021008	A1	40008021011
40008021008	A1	40008021013
40008021011	A0	40008021001
40008021013	A0	40008021001
40008021013	A1	40008021015
40008022004	A0	40008022003
40008022004	A2	40008022005
40008022006	A0	40008021001
40008022006	A1	40008022007
40008022009	A0	40008021001
40008022009	A1	40008022012
40008022012	A0	40008022011
40008022012	A1	40008022015
40008023002	A0	40008023003
40008023007	A1	40008023008
40008023007	A0	40008023010
40008024005	A0	40008024003
40008024012	A1	40008024011
40008024018	A0	40008024016
40008025002	A0	40008023010
40008025003	A0	40008023010
40008025003	A1	40008025004
40008025005	A0	40008023010
40008025007	A0	40008025006
40008025008	A0	40008023010
40008025008	A0	40008025006
40008026002	A0	40008022003
40008026002	A2	40008026003
40008026009	A1	40008022003
40008026010	A0	40008022003
40008026010	A1	40008026012
40008026010	A1	40008026015
40008026017	A0	40008026018
40008027004	A0	40008027003
40008027005	A0	40008027003
40008027017	A0	40008027012
40008027017	A0	40008027015
40008027017	A1	40008027016
40008028002	A0	40008028003
40008028012	A1	40008028013
40008028012	A0	40008028015
40008028015	A0	00000000000
40008028019	A0	40008028015
40008028024	A0	40008028025
40008028024	A1	40008028026
40008028026	A0	40008028025
40008029003	A0	40008028015
40008029004	A0	40008028015
40008029012	A0	40008029009
40008029016	A0	40008029009
40008029016	A1	40008029017
40008030009	A1	40008030006
40008031004	A0	40008031003
40008031004	A1	40008031005
40008031006	A0	40008031003
40008031008	A0	40008022003
40008031008	A1	40008031009
40008031010	A0	40008022003
40008031010	A1	40008031011
40008032002	A0	40008022003
40008032002	A2	40008032003
40008032004	A0	40008031003
40008032007	A0	40008031003
40008032008	A0	40008032005
40008032014	A0	40008032017
40008032025	A0	40008032017
40008033003	A0	00000000000
40008033004	A0	40008033003
40008033006	A0	40008033003
40008033010	A0	40008033003
40008033010	A1	40008033011
40008033010	A1	40008033013
40008033015	A0	00000000000
40008034006	A0	40008034005
40008034012	A0	40008034005
40008034014	A0	40008034005
40008034014	A1	40008034013
40008034016	A0	40008034010
40009001002	A0	40008034010
40009001005	A0	40008034010
40009001007	A0	40008034010
40009002003	A0	00000000000
40009002003	A2	40009002004
40009002003	A1	40009002005
40009002008	A1	40009002005
40009002010	A0	40009002012
40009002010	A1	40009002014
40009002016	A0	40009002012
40009002016	A2	40009002018
40009002019	A0	40009002020
40009002021	A1	40009002024
40009003006	A0	40009003003
40009003010	A0	40009003009
40009004002	A0	40009004004
40009004002	A1	40009004006
40009004008	A0	40009004004
40009004011	A0	40009003003
40009004011	A1	40009004012
40009005005	A0	00000000000
40009005006	A1	40009005009
40009005011	A0	00000000000
40009005012	A0	40009002018
40009005014	A0	40009002018
40009006003	A0	40009003003
40009006006	A1	40009006005
40009006006	A0	40009006008
40009006014	A0	40009006008
40009006014	A1	40009006015
40009006017	A0	40009004004
40009006017	A2	40009006019
40009006020	A1	40009006019
40009006021	A0	40009006019
40009006021	A1	40009006024
40009006026	A0	40009006019
40009007002	A1	40009006019
40009007003	A0	40009006019
40009008001	A0	40009008004
40009008005	A0	40009008004
40009008007	A0	40009008004
40009008007	A1	40009008009
40009008011	A0	40009008009
40009008011	A1	40009008012
40009008011	A2	40009008015
40009009002	A0	40009009004
40009009006	A0	40009009004
40009009006	A1	40009009007
40009009008	A0	40009009007
40009009015	A0	40009009004
40009009015	A1	40009009016
40009009017	A0	40009009007
40009009017	A1	40009009018
40009009020	A0	40009009007
40009009021	A0	40009009007
40009009021	A1	40009009022
40009010002	A0	00000000000
40009010004	A0	40009010003
40009010014	A0	40009010011
40009010014	A0	40009010013
40009010015	A0	40009010011
40009010015	A0	40009010013
40009011002	A0	40009011004
40009011005	A0	40009011004
40009011005	A2	40009011007
40009011016	A0	40009011018
40009012003	A0	40009010017
40009012004	A0	40009012001
40009012007	A1	40009012006
40009012007	A0	40009012009
40009012009	A0	00000000000
40009012014	A0	00000000000
40009013001	A1	40009011004
40009013003	A0	40009011004
40009013007	A0	40009008009
40009013007	A1	40009013006
40009013013	A0	40009010017
40009013014	A0	40009010017
40009013014	A1	40009013015
40009014002	A0	40009014005
40009014007	A0	40009014005
40009014014	A0	40009014010
40009014014	A0	40009014013
40009014020	A0	40009014017
40009015002	A2	40009015003
40009015002	A0	40009015005
40009015007	A0	40009015009
40009015007	A1	40009015012
40009015012	A0	40009015009
40009015020	A0	40009015022
40009015024	A1	40009015028
40009015031	A0	40009015009
40009016003	A0	40009016001
40009016003	A1	40009016004
40009016010	A0	40009016013
40009016021	A0	40009016020
40009017002	A0	00000000000
40009017002	A1	40009017003
40009017011	A1	40009017013
40009017017	A1	40009017016
40009017021	A1	40009017020
40009017023	A0	00000000000
40009017023	A1	40009017024
40009017031	A1	40009017030
40009018003	A1	40009018001
40009018003	A0	40009018002
40009018003	A2	40009018004
40009018008	A0	40009018006
40009018009	A0	40009018006
40009018009	A1	40009018010
40009018011	A0	40009018006
40009018017	A0	40009018014
40009018019	A0	40009015005
40009018020	A0	40009015005
40009018020	A1	40009018022
40009018027	A0	40009018014
40009019002	A1	40009019004
40009019005	A0	40009019004
40009019005	A1	40009019006
40009020004	A0	40009020003
40009020007	A0	40009020003
40009020009	A0	40009020003
40009020009	A1	40009020011
40009021001	A0	40009020003
40009021007	A0	40009020003
40009021007	A1	40009021009
40009021011	A1	40009020003
40009022004	A1	40009022003
40009022006	A0	40009022003
40009022006	A1	40009022007
40009022008	A0	40009022003
40009022009	A0	40009022010
40009022014	A0	40009022012
40009022014	A1	40009022015
40009022017	A1	40009022019
40009023002	A0	40009023004
40009023011	A0	40009023004
40009023011	A1	40009023017
40009023017	A1	40009023013
40009023017	A1	40009023016
40009024001	A0	40009023004
40009024002	A0	40009023013
40009024002	A0	40009023016
40009024005	A0	40009024007
40009024009	A0	40009024007
40009024011	A0	40009023013
40009024011	A0	40009023016
40009024011	A1	40009024012
40009025003	A1	40009025005
40009025006	A0	40009023004
40009025007	A0	40009023004
40009025007	A1	40009025009
40009025012	A1	40009025014
40009026002	A0	40009026004
40009027002	A0	40009027005
40009027006	A1	40009027005
40009027006	A0	40009027008
40009027009	A0	40009027008
40009027011	A0	40009027008
40009027012	A0	40009027014
40009027012	A1	40009027013
40009028001	A0	40009027005
40009028006	A0	40009028009
40009028011	A2	40009028012
40009028011	A0	40009028014
40009028015	A0	40009028009
40009028017	A0	40009028014
40009028017	A1	40009028019
40009028019	A0	40009028014
40009028019	A1	40009028018
40009028020	A0	40009028009
40009028020	A2	40009028021
40009029002	A0	40009028014
40009029002	A1	40009029004
40009029006	A0	40009028014
40009029011	A1	00000000000
40009029011	A2	40009029012
40009030002	A1	40009030005
40009030007	A2	40009030008
40009030007	A1	40009030010
40009030011	A0	40009030010
40009030012	A0	40009028009
40009030014	A0	40009030013
40009031003	A0	40009028009
40009031004	A0	40009031001
40009031004	A1	40009031005
40009032003	A0	40009032001
40009032005	A0	00000000000
40009032005	A2	40009032006
40009032005	A1	40009032007
40009032008	A0	40009032007
40009033002	A1	40009033004
40009033005	A0	40009033007
40009033009	A0	40009033011
40009033012	A0	40009033011
40009033014	A1	00000000000
40009034004	A0	40009034003
40009034010	A0	40009030010
40009034010	A1	40009034012
40009035002	A0	40009035004
40009035002	A1	40009035006
40009035002	A1	40009035010
40009035011	A0	40009035004
40009035017	A0	40009035004
40009035017	A1	40009035019
40009035023	A0	40009035004
40009035023	A1	40009035025
40009035023	A1	40009035028
40009036001	A0	40009035004
40009036001	A1	40009036004
40009036005	A1	40009035004
40009036010	A1	40009036004
40009036012	A1	40009036004
40009036016	A0	40009036014
40009036016	A1	40009036017
40009037002	A0	40009035004
40009037002	A2	40009037004
40009038001	A1	40009037004
40009038001	A1	40009038004
40009038008	A0	40009038004
40009038008	A1	40009038009
40010001002	A0	40009035004
40010001002	A1	40010001005
40010001007	A0	40009035004
40010001007	A2	40010001008
40010001007	A1	40010001009
40010001013	A0	40010001005
40010001013	A1	40010001014
40010001016	A0	40010001005
40010001016	A1	40010001018
40010001016	A1	40010001021
40010004010	A0	40010004005
40010004010	A1	40010004011
40010005004	A1	40010005003
40010005004	A0	40010005006
40010005007	A0	40010005006
40010005007	A1	40010005008
40010005009	A0	40010005006
40010005014	A0	40010005003
40010005020	A0	40010005003
40010006001	A0	40010005003
40010006008	A0	40010006006
40010007001	A0	40010005003
40010007003	A0	40010005003
40010007004	A0	40010005003
40010007006	A0	40010007008
40010008001	A0	00000000000
40010008002	A0	40010005003
40010008002	A1	40010008001
40010008004	A0	40010005003
40010008004	A1	40010008003
40010008006	A0	40010005003
40010008006	A1	40010008005
40010008008	A0	40010005003
40010008008	A1	40010008007
40010008010	A0	40010005003
40010008012	A0	40010005003
40010009002	A0	40010005003
40010009002	A1	40010009003
40010009002	A1	40010009005
40010009002	A1	40010009007
40010011008	A0	40010005003
40010011009	A0	40010005003
40010011016	A0	40010005003
40010011019	A0	40010005003
40010012001	A0	40010005003
40010012006	A0	40010005003
40010012006	A1	40010012007
40010013008	A0	40010013010
40010013024	A1	40010013020
40010014005	A0	40010014002
40010014005	A1	40010014006
40010014008	A0	40010014002
40010014008	A1	40010014010
40010014012	A0	40010005003
40010014020	A0	40010005003
40010014020	A1	40010014022
40010015002	A0	40010005006
40010015002	A2	40010015003
40010015005	A0	00000000000
40010016001	A0	40010005003
40010016003	A0	40010016002
40010016003	A1	40010016004
40010017001	A0	40010005003
40010017006	A0	40010017005
40010017006	A1	40010017008
40010017016	A0	40010017005
40010017016	A1	40010017017
40010018007	A1	40010005003
40010019003	A0	40010017005
40010019003	A1	40010019004
40010019006	A0	40010005003
40010019010	A0	40010005003
40010019010	A1	40010019009
40010019011	A2	40010019013
40010019011	A1	40010019019
40010019019	A0	40010005003
40010019019	A1	40010019018
40010020006	A0	00000000000
40010020014	A0	00000000000
40010021001	A0	40010021003
40010021001	A1	40010021004
40010021011	A0	40010021012
40010021016	A0	40010021012
40010021016	A1	40010021017
40010022003	A1	40010005003
40010022012	A0	00000000000
40010022016	A1	40010022015
40010023003	A0	00000000000
40010023003	A1	40010023004
40010023009	A0	40010005003
40010023015	A0	40010005006
40010023015	A2	40010023016
40010023019	A0	40010005003
40010023019	A1	40010023021
40010023025	A0	40010023027
40010025021	A0	00000000000
40010025021	A1	40010025019
40010026003	A1	40010005003
40010026003	A1	40010026004
40010026008	A1	00000000000
40010026011	A1	40010026009
40010026016	A1	40010026014
40010027002	A0	40010005006
40010027002	A1	40010027001
40010027002	A2	40010027003
40010027007	A0	40010005003
40010027007	A1	40010027002
40010027016	A0	40010005003
40010027016	A1	40010027012
40010027017	A0	40010005003
40010027017	A1	40010027016
40010028003	A0	40010005003
40010028006	A0	00000000000
40010028006	A1	40010028008
40010028013	A0	00000000000
40010028013	A1	40010028014
40010028014	A0	40010028013
40010028014	A1	40010028011
40010028015	A0	40010005003
40010028015	A1	40010028019
40010028019	A0	40010020011
40010028019	A1	40010028024
40010028024	A0	40010028019
40010028024	A1	40010028021
40010028024	A1	40010028023
40010029005	A1	40010029003
40010029011	A0	40010029007
40010030009	A1	40010030005
40010031003	A0	40010005003
40010031006	A0	40010031007
40010032004	A0	40010032003
